"Locus"	"start.x"	"end"	"strand"	"product_accession"	"Product"	"feature_interval_length"	"product_length"	"GO"	"GO_terms"	"Enzyme.Codes.list"	"Description"	"start.y"
"Ccel_2569"	3092206	3093948	"-"	"ACL76897.1"	"pyruvate kinase"	1743	580	8	"F:magnesium ion binding; F:pyruvate kinase activity; P:gluconeogenesis; F:potassium ion binding; P:glycolytic process; P:purine nucleobase metabolic process; F:kinase activity; P:carbon utilization"	"EC:2.7.1.40"	"pyruvate kinase"	3092206
"Ccel_2570"	3094194	3095564	"+"	"ACL76898.1"	"sodium:neurotransmitter symporter"	1371	456	4	"P:neurotransmitter transport; F:neurotransmitter:sodium symporter activity; C:integral component of membrane; P:sodium ion transmembrane transport"	""	"transporter"	3094194
"Ccel_2571"	3095600	3096952	"-"	"ACL76899.1"	"Citrate synthase"	1353	450	2	"P:metabolic process; F:transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"	""	"citrate synthase"	3095600
"Ccel_2572"	3097273	3097767	"-"	"ACL76900.1"	"SEC-C motif domain protein"	495	164	NA	NA	""	"pre translocase subunit"	3097273
"Ccel_2573"	3097968	3098621	"+"	"ACL76901.1"	"conserved hypothetical protein"	654	217	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3097968
"Ccel_2574"	3098672	3100066	"-"	"ACL76902.1"	"asparaginyl-tRNA synthetase"	1395	464	7	"F:nucleic acid binding; F:ATP binding; C:cytoplasm; F:asparagine-tRNA ligase activity; P:asparaginyl-tRNA aminoacylation; P:aspartate metabolic process; P:alanine metabolic process"	"EC:6.1.1.22; EC:6.1.1"	"asparagine--tRNA ligase"	3098672
"Ccel_2575"	3100190	3101200	"-"	"ACL76903.1"	"aspartate/ammonia ligase"	1011	336	8	"F:ATP binding; P:tRNA aminoacylation for protein translation; F:aminoacyl-tRNA ligase activity; C:cytoplasm; F:aspartate-ammonia ligase activity; P:L-asparagine biosynthetic process; P:aspartate metabolic process; P:alanine metabolic process"	"EC:6.3.1; EC:6.3.1.1; EC:6.1.1"	"asparagine synthetase A"	3100190
"Ccel_2576"	3101377	3102585	"-"	"ACL76904.1"	"isocitrate dehydrogenase, NADP-dependent"	1209	402	6	"F:magnesium ion binding; F:NAD binding; P:glutathione metabolic process; F:isocitrate dehydrogenase (NADP+) activity; P:isocitrate metabolic process; P:reductive tricarboxylic acid cycle"	"EC:1.1.1.42; EC:1.1.1"	"isocitrate dehydrogenase"	3101377
"Ccel_2577"	3102915	3111386	"-"	"ACL76905.1"	"putative carbohydrate binding"	8472	2823	4	"P:carbohydrate metabolic process; C:integral component of membrane; F:transferase activity; F:carbohydrate binding"	""	"glycosyl transferase"	3102915
"Ccel_2578"	3111504	3112085	"-"	"ACL76906.1"	"hypothetical protein"	582	193	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3111504
"Ccel_2579"	3112268	3112714	"+"	"ACL76907.1"	"thioesterase superfamily protein"	447	148	NA	NA	""	"thioesterase"	3112268
"Ccel_2580"	3112797	3112979	"+"	"ACL76908.1"	"conserved hypothetical protein"	183	60	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3112797
"Ccel_2581"	3112984	3113706	"-"	"ACL76909.1"	"pyruvate formate-lyase activating enzyme"	723	240	7	"C:cytoplasm; F:metal ion binding; F:lyase activity; F:[formate-C-acetyltransferase]-activating enzyme activity; P:oxidation-reduction process; F:4 iron, 4 sulfur cluster binding; P:glucose metabolic process"	"EC:1.97.1.4"	"pyruvate formate-lyase 1-activating enzyme"	3112984
"Ccel_2582"	3113820	3116048	"-"	"ACL76910.1"	"formate acetyltransferase"	2229	742	6	"P:acyl-carrier-protein biosynthetic process; C:cytoplasm; F:lyase activity; F:formate C-acetyltransferase activity; P:glucose metabolic process; P:pyruvate metabolic process"	"EC:2.3.1.54; EC:2.3.1"	"formate acetyltransferase"	3113820
"Ccel_2583"	3116273	3117742	"-"	"ACL76911.1"	"hypothetical protein"	1470	489	NA	NA	""	"Uncharacterised [[Eubacterium] rectale]"	3116273
"Ccel_2584"	3118061	3118435	"-"	"ACL76912.1"	"hypothetical protein"	375	124	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3118061
"Ccel_2585"	3118494	3119816	"-"	"ACL76913.1"	"peptidase M48 Ste24p"	1323	440	2	"P:CAAX-box protein processing; F:metalloendopeptidase activity"	"EC:3.4.24"	"---NA---"	3118494
"Ccel_2586"	3119908	3121038	"-"	"ACL76914.1"	"isoaspartyl dipeptidase"	1131	376	3	"F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:nitrogen compound metabolic process; F:beta-aspartyl-peptidase activity"	"EC:3.4.19.5; EC:3.4.19"	"---NA---"	3119908
"Ccel_2587"	3121079	3121801	"-"	"ACL76915.1"	"ABC transporter related"	723	240	3	"F:ATP binding; P:amino acid transmembrane transport; F:amino acid-transporting ATPase activity"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"---NA---"	3121079
"Ccel_2588"	3121794	3122459	"-"	"ACL76916.1"	"polar amino acid ABC transporter, inner membrane subunit"	666	221	3	"C:integral component of membrane; P:transport; F:transporter activity"	""	"---NA---"	3121794
"Ccel_2589"	3122558	3123364	"-"	"ACL76917.1"	"extracellular solute-binding protein family 3"	807	268	NA	NA	""	"---NA---"	3122558
"Ccel_2590"	3123715	3124638	"+"	"ACL76918.1"	"ErfK/YbiS/YcfS/YnhG family protein"	924	307	1	"F:transferase activity"	""	"---NA---"	3123715
"Ccel_2591"	3124789	3125874	"+"	"ACL76919.1"	"aspartate-semialdehyde dehydrogenase"	1086	361	15	"P:methionine biosynthetic process; P:isoleucine biosynthetic process; P:lysine biosynthetic process via diaminopimelate; P:threonine biosynthetic process; F:aspartate-semialdehyde dehydrogenase activity; P:L-serine metabolic process; P:aspartate metabolic process; F:protein dimerization activity; P:glycine metabolic process; F:N-acetyl-gamma-glutamyl-phosphate reductase activity; F:NADP binding; C:cytoplasm; F:NAD binding; P:obsolete urea cycle intermediate metabolic process; P:oxidation-reduction process"	"EC:1.2.1.38; EC:1.2.1.11"	"---NA---"	3124789
"Ccel_2592"	3126030	3128492	"+"	"ACL76920.1"	"hypothetical protein"	2463	820	NA	NA	""	"---NA---"	3126030
"Ccel_2593"	3128573	3128953	"-"	"ACL76921.1"	"endoribonuclease L-PSP"	381	126	NA	NA	""	"---NA---"	3128573
"Ccel_2594"	3128975	3130273	"-"	"ACL76922.1"	"gamma-glutamyl phosphate reductase"	1299	432	6	"F:NADP binding; P:glutamate biosynthetic process; P:obsolete urea cycle intermediate metabolic process; F:glutamate-5-semialdehyde dehydrogenase activity; P:proline biosynthetic process; P:oxidation-reduction process"	"EC:1.2.1.41"	"---NA---"	3128975
"Ccel_2595"	3130283	3131779	"-"	"ACL76923.1"	"glycerol kinase"	1497	498	4	"P:carbohydrate metabolic process; P:glycerol-3-phosphate metabolic process; P:glycerolipid metabolic process; F:glycerol kinase activity"	"EC:2.7.1.30"	"---NA---"	3130283
"Ccel_2596"	3131951	3132262	"-"	"ACL76924.1"	"branched-chain amino acid transport"	312	103	NA	NA	""	"---NA---"	3131951
"Ccel_2597"	3132255	3133001	"-"	"ACL76925.1"	"AzlC family protein"	747	248	NA	NA	""	"---NA---"	3132255
"Ccel_2598"	3133134	3133418	"-"	"ACL76926.1"	"conserved hypothetical protein"	285	94	NA	NA	""	"---NA---"	3133134
"Ccel_2599"	3133433	3134560	"-"	"ACL76927.1"	"conserved hypothetical protein"	1128	375	NA	NA	""	"---NA---"	3133433
"Ccel_2600"	3134587	3136047	"-"	"ACL76928.1"	"Radical SAM domain protein"	1461	486	4	"F:catalytic activity; F:metal ion binding; P:metabolic process; F:4 iron, 4 sulfur cluster binding"	""	"Cys-rich peptide radical SAM maturase ["	3134587
"Ccel_2601"	3136127	3136288	"-"	"ACL76929.1"	"hypothetical protein"	162	53	NA	NA	""	"bacteriocin precursor [[Clostridium] papyrosolvens]"	3136127
"Ccel_2602"	3136649	3137419	"-"	"ACL76930.1"	"protein of unknown function DUF124"	771	256	NA	NA	""	"TIGR00266 family"	3136649
"Ccel_2603"	3137481	3138497	"-"	"ACL76931.1"	"4-hydroxythreonine-4-phosphate dehydrogenase"	1017	338	7	"P:pyridoxal phosphate biosynthetic process; P:pyridoxine biosynthetic process; C:cytoplasm; F:metal ion binding; F:NAD binding; F:4-hydroxythreonine-4-phosphate dehydrogenase activity; P:oxidation-reduction process"	"EC:1.1.1.262"	"4-hydroxythreonine-4-phosphate dehydrogenase"	3137481
"Ccel_2604"	3138652	3139032	"+"	"ACL76932.1"	"transcriptional regulator, GntR family"	381	126	5	"F:DNA binding; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:regulation of transcription, DNA-templated"	""	"family transcriptional regulator"	3138652
"Ccel_2605"	3139029	3139928	"+"	"ACL76933.1"	"ABC transporter related"	900	299	3	"F:ATPase activity; F:ATP binding; P:metabolic process"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"ABC transporter"	3139029
"Ccel_2606"	3139903	3141582	"+"	"ACL76934.1"	"ABC transporter permease"	1680	559	1	"C:integral component of membrane"	""	"ABC transporter permease"	3139903
"Ccel_2607"	3141651	3142370	"-"	"ACL76935.1"	"membrane permease"	720	239	1	"C:integral component of membrane"	""	"membrane permease"	3141651
"Ccel_2608"	3142385	3143236	"-"	"ACL76936.1"	"ABC transporter related"	852	283	3	"F:ATPase activity; F:ATP binding; P:metabolic process"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"multidrug ABC transporter ATP-binding"	3142385
"Ccel_2609"	3143233	3143601	"-"	"ACL76937.1"	"transcriptional regulator, GntR family"	369	122	5	"F:DNA binding; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:regulation of transcription, DNA-templated"	""	"family transcriptional regulator"	3143233
"Ccel_2610"	3143812	3144804	"+"	"ACL76938.1"	"hypothetical protein"	993	330	NA	NA	""	"Zinc dependent phospholipase C"	3143812
"Ccel_2611"	3144797	3145927	"-"	"ACL76939.1"	"glycerate kinase"	1131	376	7	"P:glycerolipid metabolic process; P:glyoxylate metabolic process; P:L-serine metabolic process; P:organic acid phosphorylation; F:glycerate kinase activity; P:glycine metabolic process; P:threonine metabolic process"	"EC:2.7.1.31"	"glycerate kinase"	3144797
"Ccel_2612"	3146030	3147013	"-"	"ACL76940.1"	"6-phosphofructokinase"	984	327	12	"F:ATP binding; P:gluconeogenesis; C:6-phosphofructokinase complex; F:metal ion binding; P:pentose-phosphate shunt; P:fructose 6-phosphate metabolic process; P:mannose metabolic process; P:glycolytic process through fructose-6-phosphate; P:fructose metabolic process; P:galactose metabolic process; P:carbohydrate phosphorylation; F:6-phosphofructokinase activity"	"EC:2.7.1; EC:2.7.1.11"	"6-phosphofructokinase"	3146030
"Ccel_2613"	3147133	3148035	"-"	"ACL76941.1"	"phosphatidylserine decarboxylase"	903	300	6	"P:phosphatidylethanolamine biosynthetic process; F:phosphatidylserine decarboxylase activity; P:L-serine metabolic process; C:plasma membrane; P:glycine metabolic process; P:threonine metabolic process"	"EC:4.1.1.65"	"phosphatidylserine decarboxylase"	3147133
"Ccel_2614"	3148181	3149161	"-"	"ACL76942.1"	"glycoside hydrolase family 43"	981	326	5	"F:xylan 1,4-beta-xylosidase activity; F:alpha-L-arabinofuranosidase activity; P:starch metabolic process; P:sucrose metabolic process; P:nucleotide metabolic process"	"EC:3.2.1.55; EC:3.2.1.37"	"alpha-N-arabinofuranosidase"	3148181
"Ccel_2615"	3149437	3150285	"+"	"ACL76943.1"	"Methyltransferase type 11"	849	282	3	"F:metal ion binding; F:methyltransferase activity; P:methylation"	""	"23S rRNA (guanine(745)-N(1))-methyltransferase"	3149437
"Ccel_2616"	3150416	3151327	"-"	"ACL76944.1"	"acyltransferase 3"	912	303	3	"F:transferase activity, transferring acyl groups other than amino-acyl groups; P:metabolic process; C:integral component of membrane"	""	"acyltransferase [[Clostridium] papyrosolvens]"	3150416
"Ccel_2617"	3151305	3152456	"-"	"ACL76945.1"	"acyltransferase 3"	1152	383	3	"F:transferase activity, transferring acyl groups other than amino-acyl groups; P:metabolic process; C:integral component of membrane"	""	"acyltransferase [[Clostridium] papyrosolvens]"	3151305
"Ccel_2618"	3152665	3153432	"-"	"ACL76946.1"	"short-chain dehydrogenase/reductase SDR"	768	255	6	"C:fatty acid synthase complex; P:acyl-carrier-protein biosynthetic process; F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; F:gluconate 5-dehydrogenase activity; P:oxidation-reduction process; P:fatty acid biosynthetic process"	"EC:2.3.1.85; EC:1.1.1.69; EC:1.1.1; EC:1.1.1.100"	"short-chain dehydrogenase"	3152665
"Ccel_2619"	3153774	3154304	"-"	"ACL76947.1"	"translation initiation factor IF-3"	531	176	3	"F:translation initiation factor activity; C:ribosome; P:regulation of translational initiation"	""	"translation initiation factor IF-3"	3153774
"Ccel_2620"	3154645	3155794	"+"	"ACL76948.1"	"transposase IS3/IS911 family protein"	1149	382	NA	NA	NA	NA	3154645
"Ccel_2621"	3155954	3158455	"-"	"ACL76949.1"	"glycoside hydrolase family 9 domain protein Ig domain protein"	2502	833	7	"P:polysaccharide catabolic process; F:cellulose 1,4-beta-cellobiosidase activity; C:integral component of membrane; F:binding; P:starch metabolic process; F:cellulase activity; P:sucrose metabolic process"	"EC:3.2.1.91; EC:3.2.1.4"	"glycoside hydrolase"	3155954
"Ccel_2622"	3158686	3159360	"-"	"ACL76950.1"	"hypothetical protein"	675	224	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3158686
"Ccel_2623"	3159411	3160088	"-"	"ACL76951.1"	"hypothetical protein"	678	225	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3159411
"Ccel_2625"	3160327	3160665	"+"	"ACL76952.1"	"hypothetical protein"	339	112	4	"F:DNA binding; F:transposase activity; F:sequence-specific DNA binding; P:transposition, DNA-mediated"	""	"Uncharacterised [[Clostridium] clostridioforme]"	3160327
"Ccel_2626"	3160659	3161015	"+"	"ACL76953.1"	"IS66 Orf2 family protein"	357	118	NA	NA	""	"transposase"	3160659
"Ccel_2627"	3161091	3162680	"+"	"ACL76954.1"	"transposase IS66"	1590	529	1	"F:DNA binding"	""	"transposase"	3161091
"Ccel_2628"	3163265	3164101	"-"	"ACL76955.1"	"hypothetical protein"	837	278	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3163265
"Ccel_2629"	3164116	3164901	"-"	"ACL76956.1"	"hypothetical protein"	786	261	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3164116
"Ccel_2630"	3164894	3165781	"-"	"ACL76957.1"	"hypothetical protein"	888	295	1	"C:integral component of membrane"	""	"ABC-2 family transporter"	3164894
"Ccel_2631"	3165893	3166276	"-"	"ACL76958.1"	"hypothetical protein"	384	127	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3165893
"Ccel_2632"	3166552	3171762	"-"	"ACL76959.1"	"hypothetical protein"	5211	1736	1	"C:integral component of membrane"	""	"transcriptional regulator [ [[Clostridium] papyrosolvens C7]"	3166552
"Ccel_2633"	3171779	3173206	"-"	"ACL76960.1"	"S-layer domain protein"	1428	475	2	"P:cell communication; C:integral component of membrane"	""	"S-layer [[Clostridium] papyrosolvens]"	3171779
"Ccel_2634"	3173773	3174609	"-"	"ACL76961.1"	"hypothetical protein"	837	278	1	"C:integral component of membrane"	""	"Uncharacterised [Blautia obeum] ["	3173773
"Ccel_2635"	3174599	3175111	"-"	"ACL76962.1"	"RNA polymerase, sigma-24 subunit, ECF subfamily"	513	170	7	"F:DNA binding; F:sigma factor activity; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated"	""	"RNA polymerase subunit sigma"	3174599
"Ccel_2636"	3175300	3176760	"-"	"ACL76963.1"	"methyl-accepting chemotaxis sensory transducer"	1461	486	3	"P:signal transduction; C:integral component of membrane; F:signal transducer activity"	""	"methyl-accepting chemotaxis"	3175300
"Ccel_2637"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	"transposase"	NA
"Ccel_2638"	3177098	3177919	"-"	"ACL76964.1"	"transcriptional regulator, MerR family"	822	273	2	"F:DNA binding; P:regulation of transcription, DNA-templated"	""	"family transcriptional regulator"	3177098
"Ccel_2641"	3179549	3180820	"+"	"ACL76965.1"	"signal transduction histidine kinase regulating citrate/malate metabolism"	1272	423	6	"F:phosphorelay sensor kinase activity; C:protein histidine kinase complex; P:phosphorelay signal transduction system; C:integral component of membrane; P:signal transduction by protein phosphorylation; C:intracellular"	"EC:2.7.3; EC:2.7.13.3"	"histidine kinase"	3179549
"Ccel_2642"	3181005	3183674	"+"	"ACL76966.1"	"Ig domain protein group 2 domain protein"	2670	889	NA	NA	""	"Bacterial Ig-like domain (group 2)"	3181005
"Ccel_2643"	3183812	3185200	"-"	"ACL76967.1"	"peptidase S8 and S53 subtilisin kexin sedolisin"	1389	462	3	"P:proteolysis; C:integral component of membrane; F:serine-type endopeptidase activity"	"EC:3.4.21"	"peptidase S8 [[Clostridium] cellulolyticum]"	3183812
"Ccel_2644"	3185260	3191796	"-"	"ACL76968.1"	"cell wall/surface repeat protein"	6537	2178	NA	NA	""	"cell wall-binding [[Clostridium] papyrosolvens]"	3185260
"Ccel_2645"	3191910	3192248	"-"	"ACL76969.1"	"hypothetical protein"	339	112	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3191910
"Ccel_2646"	3192410	3193168	"+"	"ACL76970.1"	"two component transcriptional regulator, LytTR family"	759	252	4	"F:DNA binding; P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated; C:intracellular"	""	"DNA-binding response regulator"	3192410
"Ccel_2647"	3193165	3194445	"+"	"ACL76971.1"	"signal transduction histidine kinase regulating citrate/malate metabolism"	1281	426	4	"P:signal transduction; C:integral component of membrane; P:phosphorylation; F:kinase activity"	""	"histidine kinase"	3193165
"Ccel_2648"	3194597	3195025	"-"	"ACL76972.1"	"hypothetical protein"	429	142	2	"F:DNA binding; F:sequence-specific DNA binding"	""	"cpp4"	3194597
"Ccel_2649"	3195006	3195896	"-"	"ACL76973.1"	"hypothetical protein"	891	296	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3195006
"Ccel_2650"	3196300	3197220	"+"	"ACL76974.1"	"transglutaminase domain protein"	921	306	NA	NA	""	"transglutaminase"	3196300
"Ccel_2651"	3197447	3197986	"-"	"ACL76975.1"	"conserved hypothetical protein"	540	179	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3197447
"Ccel_2652"	3198102	3198431	"-"	"ACL76976.1"	"hypothetical protein"	330	109	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	3198102
"Ccel_2653"	3198416	3199768	"-"	"ACL76977.1"	"Amidase"	1353	450	2	"P:metabolic process; F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	""	"amidase"	3198416
"Ccel_2654"	3199819	3200712	"-"	"ACL76978.1"	"transcriptional regulator, AraC family"	894	297	5	"C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding; P:regulation of transcription, DNA-templated"	""	"family transcriptional regulator"	3199819
"Ccel_2655"	3200925	3202877	"-"	"ACL76979.1"	"conserved hypothetical protein"	1953	650	1	"C:integral component of membrane"	""	"FUSC family"	3200925
"Ccel_2657"	3203415	3204503	"-"	"ACL76980.1"	"histidine kinase"	1089	362	7	"F:phosphorelay sensor kinase activity; F:ATP binding; C:protein histidine kinase complex; P:phosphorelay signal transduction system; C:integral component of membrane; P:signal transduction by protein phosphorylation; C:intracellular"	"EC:2.7.3; EC:2.7.13.3"	"two-component sensor histidine kinase"	3203415
