start	end	strand	product_accession	Product	Locus	feature_interval_length	product_length
3858741	3858986	-	ACL77601.1	"transcriptional regulator, AbrB family"	Ccel_3312	246	81
139755	140657	+	ACL74513.1	"transcriptional regulator, AraC family"	Ccel_0125	903	300
159948	162230	-	ACL74530.1	"transcriptional regulator, AraC family"	Ccel_0142	2283	760
210243	211601	+	ACL74573.1	"transcriptional regulator, AraC family"	Ccel_0186	1359	452
958504	959406	+	ACL75217.1	"transcriptional regulator, AraC family"	Ccel_0841	903	300
1218539	1220878	-	ACL75352.1	"transcriptional regulator, AraC family"	Ccel_0990	2340	779
1221002	1221832	-	ACL75353.1	"transcriptional regulator, AraC family"	Ccel_0991	831	276
1243241	1244164	-	ACL75363.1	"transcriptional regulator, AraC family"	Ccel_1001	924	307
1245888	1246757	-	ACL75365.1	"transcriptional regulator, AraC family"	Ccel_1003	870	289
1257836	1258660	-	ACL75374.1	"transcriptional regulator, AraC family"	Ccel_1012	825	274
1306590	1307420	-	ACL75411.1	"transcriptional regulator, AraC family"	Ccel_1051	831	276
1436011	1436895	+	ACL75529.1	"transcriptional regulator, AraC family"	Ccel_1172	885	294
1732579	1733436	-	ACL75782.1	"transcriptional regulator, AraC family"	Ccel_1428	858	285
1896179	1897009	-	ACL75900.1	"transcriptional regulator, AraC family"	Ccel_1548	831	276
2376745	2377584	-	ACL76362.1	"transcriptional regulator, AraC family"	Ccel_2016	840	279
3199819	3200712	-	ACL76978.1	"transcriptional regulator, AraC family"	Ccel_2654	894	297
3219269	3220090	-	ACL76994.1	"transcriptional regulator, AraC family"	Ccel_2672	822	273
3226841	3227695	-	ACL76998.1	"transcriptional regulator, AraC family"	Ccel_2678	855	284
3817698	3818561	-	ACL77553.1	"transcriptional regulator, AraC family"	Ccel_3264	864	287
3990000	3990797	+	ACL77716.1	"transcriptional regulator, AraC family"	Ccel_3428	798	265
266193	266555	-	ACL74623.1	"transcriptional regulator, ArsR family"	Ccel_0236	363	120
1321913	1322221	+	ACL75424.1	"transcriptional regulator, ArsR family"	Ccel_1065	309	102
1405599	1405889	-	ACL75500.1	"transcriptional regulator, ArsR family"	Ccel_1143	291	96
1496109	1497011	+	ACL75578.1	"transcriptional regulator, ArsR family"	Ccel_1222	903	300
2323665	2324147	+	ACL76311.1	"transcriptional regulator, AsnC family"	Ccel_1963	483	160
2582262	2582741	-	ACL76551.1	"transcriptional regulator, AsnC family"	Ccel_2209	480	159
1101418	1101864	-	ACL75291.1	"transcriptional regulator, BadM/Rrf2 family"	Ccel_0924	447	148
2283278	2283724	-	ACL76281.1	"transcriptional regulator, BadM/Rrf2 family"	Ccel_1933	447	148
393148	393627	+	ACL74726.1	"transcriptional regulator, CarD family"	Ccel_0340	480	159
3560846	3561373	+	ACL77303.1	"transcriptional regulator, CarD family"	Ccel_3009	528	175
3463096	3464175	-	ACL77202.1	"transcriptional regulator, CdaR"	Ccel_2908	1080	359
1656944	1657651	+	ACL75714.1	"transcriptional regulator, Crp/Fnr family"	Ccel_1360	708	235
2022149	2022853	+	ACL76029.1	"transcriptional regulator, Crp/Fnr family"	Ccel_1678	705	234
1287008	1287955	+	ACL75396.1	"transcriptional regulator, DeoR family"	Ccel_1034	948	315
3236910	3237692	+	ACL77005.1	"transcriptional regulator, DeoR family"	Ccel_2688	783	260
23752	24438	+	ACL74411.1	"transcriptional regulator, GntR family"	Ccel_0023	687	228
253238	253621	+	ACL74609.1	"transcriptional regulator, GntR family"	Ccel_0222	384	127
834215	834949	+	ACL75103.1	"transcriptional regulator, GntR family"	Ccel_0724	735	244
1328304	1329032	+	ACL75433.1	"transcriptional regulator, GntR family"	Ccel_1074	729	242
2271239	2271628	-	ACL76267.1	"transcriptional regulator, GntR family"	Ccel_1919	390	129
2545205	2545876	-	ACL76517.1	"transcriptional regulator, GntR family"	Ccel_2175	672	223
3138652	3139032	+	ACL76932.1	"transcriptional regulator, GntR family"	Ccel_2604	381	126
3143233	3143601	-	ACL76937.1	"transcriptional regulator, GntR family"	Ccel_2609	369	122
3723574	3724251	+	ACL77483.1	"transcriptional regulator, GntR family"	Ccel_3193	678	225
2209726	2211132	-	ACL76205.1	"transcriptional regulator, GntR family with aminotransferase domain"	Ccel_1857	1407	468
1249461	1250471	+	ACL75367.1	"transcriptional regulator, LacI family"	Ccel_1005	1011	336
1746786	1747799	+	ACL75792.1	"transcriptional regulator, LacI family"	Ccel_1438	1014	337
3550337	3551347	-	ACL77293.1	"transcriptional regulator, LacI family"	Ccel_2999	1011	336
3551485	3552525	-	ACL77294.1	"transcriptional regulator, LacI family"	Ccel_3000	1041	346
4034509	4035552	+	ACL77752.1	"transcriptional regulator, LacI family"	Ccel_3464	1044	347
3045857	3046399	-	ACL76851.1	"transcriptional regulator, LuxR family"	Ccel_2523	543	180
575495	576373	-	ACL74880.1	"transcriptional regulator, LysR family"	Ccel_0498	879	292
729310	730209	+	ACL75011.1	"transcriptional regulator, LysR family"	Ccel_0630	900	299
864211	865176	-	ACL75119.1	"transcriptional regulator, LysR family"	Ccel_0741	966	321
40169	40603	+	ACL74425.1	"transcriptional regulator, MarR family"	Ccel_0037	435	144
467726	468184	-	ACL74794.1	"transcriptional regulator, MarR family"	Ccel_0410	459	152
1454359	1454805	-	ACL75547.1	"transcriptional regulator, MarR family"	Ccel_1190	447	148
1946478	1946930	-	ACL75961.1	"transcriptional regulator, MarR family"	Ccel_1609	453	150
2319043	2319513	+	ACL76307.1	"transcriptional regulator, MarR family"	Ccel_1959	471	156
684245	684835	-	ACL74973.1	"transcriptional regulator, MerR family"	Ccel_0592	591	196
2139202	2139966	-	ACL76132.1	"transcriptional regulator, MerR family"	Ccel_1781	765	254
2571599	2572003	-	ACL76540.1	"transcriptional regulator, MerR family"	Ccel_2198	405	134
3177098	3177919	-	ACL76964.1	"transcriptional regulator, MerR family"	Ccel_2638	822	273
3883367	3883741	+	ACL77627.1	"transcriptional regulator, MerR family"	Ccel_3338	375	124
246091	246420	+	ACL74603.1	"transcriptional regulator, PadR-like family"	Ccel_0216	330	109
1361466	1361822	+	ACL75462.1	"transcriptional regulator, PadR-like family"	Ccel_1103	357	118
1439832	1440173	+	ACL75532.1	"transcriptional regulator, PadR-like family"	Ccel_1175	342	113
2567358	2567678	-	ACL76536.1	"transcriptional regulator, PadR-like family"	Ccel_2194	321	106
3494160	3494510	-	ACL77229.1	"transcriptional regulator, PadR-like family"	Ccel_2935	351	116
2081944	2082837	-	ACL76085.1	"transcriptional regulator, RpiR family"	Ccel_1734	894	297
1317276	1317842	+	ACL75419.1	"transcriptional regulator, TetR family"	Ccel_1059	567	188
2532232	2532846	-	ACL76503.1	"transcriptional regulator, TetR family"	Ccel_2161	615	204
2777397	2777969	+	ACL76691.1	"transcriptional regulator, TetR family"	Ccel_2357	573	190
3050899	3051429	+	ACL76855.1	"transcriptional regulator, TetR family"	Ccel_2527	531	176
3407253	3407852	+	ACL77149.1	"transcriptional regulator, TetR family"	Ccel_2855	600	199
2203724	2204356	-	ACL76200.1	"transcriptional regulator, TraR/DksA family"	Ccel_1852	633	210
3060809	3061501	-	ACL76863.1	"transcriptional regulator, TrmB"	Ccel_2535	693	230
65420	65758	-	ACL74446.1	"transcriptional regulator, XRE family"	Ccel_0058	339	112
572100	572654	-	ACL74877.1	"transcriptional regulator, XRE family"	Ccel_0495	555	184
1065311	1065850	+	ACL75260.1	"transcriptional regulator, XRE family"	Ccel_0888	540	179
1139320	1139721	-	ACL75321.1	"transcriptional regulator, XRE family"	Ccel_0958	402	133
1780297	1780845	+	ACL75822.1	"transcriptional regulator, XRE family"	Ccel_1468	549	182
1914012	1914239	-	ACL75917.1	"transcriptional regulator, XRE family"	Ccel_1565	228	75
1921325	1921552	-	ACL75928.1	"transcriptional regulator, XRE family"	Ccel_1576	228	75
1928638	1928865	-	ACL75939.1	"transcriptional regulator, XRE family"	Ccel_1587	228	75
2225337	2225786	-	ACL76219.1	"transcriptional regulator, XRE family"	Ccel_1871	450	149
2514754	2515374	-	ACL76489.1	"transcriptional regulator, XRE family"	Ccel_2146	621	206
2634806	2635159	+	ACL76596.1	"transcriptional regulator, XRE family"	Ccel_2256	354	117
3349531	3349932	+	ACL77088.1	"transcriptional regulator, XRE family"	Ccel_2790	402	133
3351178	3351504	+	ACL77091.1	"transcriptional regulator, XRE family"	Ccel_2793	327	108
3415989	3416192	+	ACL77159.1	"transcriptional regulator, XRE family"	Ccel_2865	204	67
3613630	3613947	-	ACL77367.1	"transcriptional regulator, XRE family"	Ccel_3075	318	105
3649027	3649350	+	ACL77406.1	"transcriptional regulator, XRE family"	Ccel_3115	324	107
3859716	3859898	-	ACL77605.1	"transcriptional regulator, XRE family"	Ccel_3316	183	60
3860095	3860940	+	ACL77606.1	"transcriptional regulator, XRE family"	Ccel_3317	846	281
3971772	3972005	+	ACL77705.1	"transcriptional regulator, XRE family"	Ccel_3417	234	77
1606551	1606907	+	ACL75655.1	"transcriptional repressor, CopY family"	Ccel_1301	357	118
375532	375990	+	ACL74711.1	"transcriptional repressor, CtsR"	Ccel_0324	459	152
3624126	3627650	-	ACL77382.1	transcription-repair coupling factor	Ccel_3090	3525	1174
621614	622114	+	ACL74917.1	transferase hexapeptide repeat containing protein	Ccel_0535	501	166
649040	650236	+	ACL74944.1	transglutaminase domain protein	Ccel_0562	1197	398
2057054	2059474	+	ACL76062.1	transglutaminase domain protein	Ccel_1711	2421	806
3196300	3197220	+	ACL76974.1	transglutaminase domain protein	Ccel_2650	921	306
3969090	3971078	+	ACL77703.1	transketolase	Ccel_3415	1989	662
4013905	4014945	-	ACL77737.1	Transketolase domain protein	Ccel_3449	1041	346
366719	368800	+	ACL74704.1	translation elongation factor G	Ccel_0317	2082	693
3431338	3433422	-	ACL77173.1	translation elongation factor G	Ccel_2879	2085	694
2272705	2273265	-	ACL76270.1	translation elongation factor P	Ccel_1922	561	186
508482	509129	+	ACL74825.1	translation elongation factor Ts	Ccel_0443	648	215
368924	370126	+	ACL74705.1	translation elongation factor Tu	Ccel_0318	1203	400
907065	907283	+	ACL75160.1	translation initiation factor IF-1	Ccel_0782	219	72
523182	526667	+	ACL74839.1	translation initiation factor IF-2	Ccel_0457	3486	1161
1615767	1616261	+	ACL75665.1	translation initiation factor IF-3	Ccel_1311	495	164
3153774	3154304	-	ACL76947.1	translation initiation factor IF-3	Ccel_2619	531	176
3213782	3214312	-	ACL76988.1	translation initiation factor IF-3	Ccel_2666	531	176
1594104	1595198	+	ACL75645.1	"translation initiation factor, aIF-2BI family"	Ccel_1289	1095	364
3208260	3209318	-	ACL76984.1	transport system permease protein	Ccel_2661	1059	352
3209315	3210325	-	ACL76985.1	transport system permease protein	Ccel_2662	1011	336
3737717	3738769	-	ACL77493.1	transport system permease protein	Ccel_3203	1053	350
752403	753686	+	ACL75031.1	transposase IS116/IS110/IS902 family protein	Ccel_0650	1284	427
882843	884126	+	ACL75132.1	transposase IS116/IS110/IS902 family protein	Ccel_0754	1284	427
1268238	1269521	+	ACL75381.1	transposase IS116/IS110/IS902 family protein	Ccel_1019	1284	427
1390659	1391942	+	ACL75489.1	transposase IS116/IS110/IS902 family protein	Ccel_1132	1284	427
1597381	1598664	+	ACL75648.1	transposase IS116/IS110/IS902 family protein	Ccel_1293	1284	427
1880960	1882234	+	ACL75896.1	transposase IS116/IS110/IS902 family protein	Ccel_1544	1275	424
2165193	2166476	-	ACL76160.1	transposase IS116/IS110/IS902 family protein	Ccel_1810	1284	427
2530847	2532130	-	ACL76502.1	transposase IS116/IS110/IS902 family protein	Ccel_2160	1284	427
3221865	3223148	+	ACL76995.1	transposase IS116/IS110/IS902 family protein	Ccel_2674	1284	427
3252666	3253949	-	ACL77013.1	transposase IS116/IS110/IS902 family protein	Ccel_2701	1284	427
67215	67685	+	ACL74449.1	transposase IS200-family protein	Ccel_0061	471	156
873713	874177	+	ACL75126.1	transposase IS200-family protein	Ccel_0748	465	154
2010589	2010843	-	ACL76018.1	transposase IS200-family protein	Ccel_1667	255	84
2011126	2011590	-	ACL76019.1	transposase IS200-family protein	Ccel_1668	465	154
2176828	2177292	-	ACL76169.1	transposase IS200-family protein	Ccel_1820	465	154
2466252	2466716	-	ACL76453.1	transposase IS200-family protein	Ccel_2108	465	154
2500335	2500799	-	ACL76477.1	transposase IS200-family protein	Ccel_2133	465	154
2609799	2610263	-	ACL76573.1	transposase IS200-family protein	Ccel_2231	465	154
3549661	3550131	-	ACL77292.1	transposase IS200-family protein	Ccel_2998	471	156
3822285	3822740	-	ACL77555.1	transposase IS200-family protein	Ccel_3266	456	151
233567	234145	+	ACL74594.1	transposase IS3/IS911 family protein	Ccel_0207	579	192
462779	463928	-	ACL74789.1	transposase IS3/IS911 family protein	Ccel_0405	1149	382
944862	946011	-	ACL75202.1	transposase IS3/IS911 family protein	Ccel_0824	1149	382
955171	956320	-	ACL75215.1	transposase IS3/IS911 family protein	Ccel_0839	1149	382
960481	961630	+	ACL75218.1	transposase IS3/IS911 family protein	Ccel_0843	1149	382
1081918	1082496	+	ACL75276.1	transposase IS3/IS911 family protein	Ccel_0904	579	192
1425233	1425811	+	ACL75519.1	transposase IS3/IS911 family protein	Ccel_1162	579	192
1481094	1481672	+	ACL75565.1	transposase IS3/IS911 family protein	Ccel_1208	579	192
1604841	1605990	+	ACL75654.1	transposase IS3/IS911 family protein	Ccel_1300	1149	382
1676199	1676777	+	ACL75731.1	transposase IS3/IS911 family protein	Ccel_1377	579	192
1801937	1802221	-	ACL75838.1	transposase IS3/IS911 family protein	Ccel_1485	285	94
1909843	1910127	-	ACL75912.1	transposase IS3/IS911 family protein	Ccel_1560	285	94
1919679	1920257	-	ACL75926.1	transposase IS3/IS911 family protein	Ccel_1574	579	192
1926992	1927570	-	ACL75937.1	transposase IS3/IS911 family protein	Ccel_1585	579	192
1934305	1934883	-	ACL75948.1	transposase IS3/IS911 family protein	Ccel_1596	579	192
2009249	2010398	+	ACL76017.1	transposase IS3/IS911 family protein	Ccel_1666	1149	382
2180569	2180853	-	ACL76173.1	transposase IS3/IS911 family protein	Ccel_1824	285	94
2182980	2183264	+	ACL76177.1	transposase IS3/IS911 family protein	Ccel_1828	285	94
2371904	2372188	+	ACL76356.1	transposase IS3/IS911 family protein	Ccel_2010	285	94
2526177	2526755	-	ACL76497.1	transposase IS3/IS911 family protein	Ccel_2155	579	192
2549674	2550823	-	ACL76520.1	transposase IS3/IS911 family protein	Ccel_2178	1149	382
2573027	2573311	-	ACL76542.1	transposase IS3/IS911 family protein	Ccel_2200	285	94
2780671	2781820	-	ACL76695.1	transposase IS3/IS911 family protein	Ccel_2361	1149	382
2796273	2796851	-	ACL76705.1	transposase IS3/IS911 family protein	Ccel_2372	579	192
3154645	3155794	+	ACL76948.1	transposase IS3/IS911 family protein	Ccel_2620	1149	382
3243735	3244019	-	ACL77009.1	transposase IS3/IS911 family protein	Ccel_2694	285	94
3249379	3250552	-	ACL77012.1	transposase IS3/IS911 family protein	Ccel_2699	1173	390
3254813	3255962	+	ACL77014.1	transposase IS3/IS911 family protein	Ccel_2702	1149	382
3507037	3507321	-	ACL77244.1	transposase IS3/IS911 family protein	Ccel_2950	285	94
2680272	2681747	-	ACL76635.1	transposase IS605 OrfB	Ccel_2298	1476	491
2189066	2190655	+	ACL76184.1	transposase IS66	Ccel_1836	1590	529
3161091	3162680	+	ACL76954.1	transposase IS66	Ccel_2627	1590	529
3259024	3260613	+	ACL77018.1	transposase IS66	Ccel_2707	1590	529
3524641	3526230	+	ACL77264.1	transposase IS66	Ccel_2970	1590	529
478396	479592	-	ACL74802.1	transposase mutator type	Ccel_0418	1197	398
1876286	1877482	-	ACL75894.1	transposase mutator type	Ccel_1542	1197	398
3223849	3225045	+	ACL76996.1	transposase mutator type	Ccel_2675	1197	398
929329	930615	+	ACL75187.1	trigger factor	Ccel_0809	1287	428
3644415	3644903	-	ACL77401.1	TrkA-C domain protein	Ccel_3109	489	162
3879866	3880507	-	ACL77624.1	TrkA-C domain protein	Ccel_3335	642	213
2441368	2442024	-	ACL76427.1	TrkA-N domain protein	Ccel_2082	657	218
2442026	2442658	-	ACL76428.1	TrkA-N domain protein	Ccel_2083	633	210
2280416	2281495	-	ACL76278.1	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	Ccel_1930	1080	359
1411372	1412082	+	ACL75505.1	tRNA (guanine-N(7)-)-methyltransferase	Ccel_1148	711	236
823231	823932	+	ACL75092.1	tRNA (guanine-N1)-methyltransferase	Ccel_0713	702	233
2039144	2040070	-	ACL76046.1	tRNA delta(2)-isopentenylpyrophosphate transferase	Ccel_1695	927	308
4064426	4065808	-	ACL77773.1	tRNA modification GTPase TrmE	Ccel_3486	1383	460
914279	915016	+	ACL75171.1	tRNA pseudouridine synthase A	Ccel_0793	738	245
528246	529175	+	ACL74842.1	tRNA pseudouridine synthase B	Ccel_0460	930	309
231266	233302	+	ACL74592.1	tRNA synthetase class I (M)	Ccel_0205	2037	678
97179	98624	+	ACL74471.1	tRNA(Ile)-lysidine synthetase	Ccel_0083	1446	481
2660672	2661166	-	ACL76615.1	tRNA/rRNA methyltransferase (SpoU)	Ccel_2278	495	164
1767945	1768253	+	ACL75809.1	"TrpR like protein, YerC/YecD"	Ccel_1455	309	102
1775967	1776200	+	ACL75814.1	tryptophan RNA-binding attenuator protein	Ccel_1460	234	77
1338447	1339169	+	ACL75443.1	"tryptophan synthase, alpha subunit"	Ccel_1084	723	240
3755002	3755772	+	ACL77509.1	"tryptophan synthase, alpha subunit"	Ccel_3219	771	256
3753825	3755009	+	ACL77508.1	"tryptophan synthase, beta subunit"	Ccel_3218	1185	394
1714169	1715179	+	ACL75765.1	tryptophanyl-tRNA synthetase	Ccel_1411	1011	336
2907017	2908072	-	ACL76743.1	twitching motility protein	Ccel_2413	1056	351
167379	168956	+	ACL74535.1	"two component transcriptional regulator, AraC family"	Ccel_0147	1578	525
170830	172407	+	ACL74537.1	"two component transcriptional regulator, AraC family"	Ccel_0149	1578	525
221322	222926	-	ACL74585.1	"two component transcriptional regulator, AraC family"	Ccel_0198	1605	534
1122427	1124046	+	ACL75307.1	"two component transcriptional regulator, AraC family"	Ccel_0944	1620	539
1234736	1236364	+	ACL75357.1	"two component transcriptional regulator, AraC family"	Ccel_0995	1629	542
1399587	1401146	+	ACL75495.1	"two component transcriptional regulator, AraC family"	Ccel_1138	1560	519
1503491	1505089	+	ACL75584.1	"two component transcriptional regulator, AraC family"	Ccel_1228	1599	532
1550692	1552392	+	ACL75607.1	"two component transcriptional regulator, AraC family"	Ccel_1251	1701	566
1982513	1984093	-	ACL75996.1	"two component transcriptional regulator, AraC family"	Ccel_1645	1581	526
2345505	2347139	-	ACL76330.1	"two component transcriptional regulator, AraC family"	Ccel_1982	1635	544
2473665	2475281	-	ACL76458.1	"two component transcriptional regulator, AraC family"	Ccel_2113	1617	538
2961376	2962905	-	ACL76781.1	"two component transcriptional regulator, AraC family"	Ccel_2452	1530	509
3802738	3804333	+	ACL77538.1	"two component transcriptional regulator, AraC family"	Ccel_3249	1596	531
2217877	2218527	-	ACL76211.1	"two component transcriptional regulator, LuxR family"	Ccel_1863	651	216
1431818	1432555	+	ACL75524.1	"two component transcriptional regulator, LytTR family"	Ccel_1167	738	245
2649847	2650551	-	ACL76607.1	"two component transcriptional regulator, LytTR family"	Ccel_2270	705	234
3192410	3193168	+	ACL76970.1	"two component transcriptional regulator, LytTR family"	Ccel_2646	759	252
3649730	3650437	+	ACL77407.1	"two component transcriptional regulator, LytTR family"	Ccel_3116	708	235
274123	274800	+	ACL74633.1	"two component transcriptional regulator, winged helix family"	Ccel_0246	678	225
644903	645589	+	ACL74941.1	"two component transcriptional regulator, winged helix family"	Ccel_0559	687	228
1092650	1093345	+	ACL75285.1	"two component transcriptional regulator, winged helix family"	Ccel_0916	696	231
1417027	1417701	+	ACL75510.1	"two component transcriptional regulator, winged helix family"	Ccel_1153	675	224
1420922	1421623	+	ACL75514.1	"two component transcriptional regulator, winged helix family"	Ccel_1157	702	233
1884985	1885698	-	ACL75898.1	"two component transcriptional regulator, winged helix family"	Ccel_1546	714	237
2001283	2001975	+	ACL76009.1	"two component transcriptional regulator, winged helix family"	Ccel_1658	693	230
2062124	2062828	-	ACL76065.1	"two component transcriptional regulator, winged helix family"	Ccel_1714	705	234
2248286	2248972	-	ACL76240.1	"two component transcriptional regulator, winged helix family"	Ccel_1892	687	228
2463535	2464251	+	ACL76451.1	"two component transcriptional regulator, winged helix family"	Ccel_2106	717	238
